NAME	TITLE	SCORE	
ZNF334	zinc finger protein 334 [Source:HGNC Symbol;Acc:HGNC:15806]	9.2595717E-4	
MRPS10	mitochondrial ribosomal protein S10 [Source:HGNC Symbol;Acc:HGNC:14502]	9.01463E-4	
ZNF335	zinc finger protein 335 [Source:HGNC Symbol;Acc:HGNC:15807]	8.535549E-4	
IL23R	interleukin 23 receptor [Source:HGNC Symbol;Acc:HGNC:19100]	8.290042E-4	
GTPBP3	GTP binding protein 3, mitochondrial [Source:HGNC Symbol;Acc:HGNC:14880]	8.104504E-4	
C1orf115	chromosome 1 open reading frame 115 [Source:HGNC Symbol;Acc:HGNC:25873]	6.4548006E-4	
UTP3	UTP3 small subunit processome component [Source:HGNC Symbol;Acc:HGNC:24477]	6.16633E-4	
PLXNC1	plexin C1 [Source:HGNC Symbol;Acc:HGNC:9106]	5.549385E-4	
LUC7L3	LUC7 like 3 pre-mRNA splicing factor [Source:HGNC Symbol;Acc:HGNC:24309]	4.7123907E-4	
KIAA1522	KIAA1522 [Source:HGNC Symbol;Acc:HGNC:29301]	4.0143594E-4	
METTL6	methyltransferase like 6 [Source:HGNC Symbol;Acc:HGNC:28343]	3.5107957E-4	
MYO9A	myosin IXA [Source:HGNC Symbol;Acc:HGNC:7608]	2.8947523E-4	
RNF14	ring finger protein 14 [Source:HGNC Symbol;Acc:HGNC:10058]	2.8114315E-4	
P2RX3	purinergic receptor P2X 3 [Source:HGNC Symbol;Acc:HGNC:8534]	2.7274757E-4	
RAB43	RAB43, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:19983]	2.0129971E-4	
PLPPR3	phospholipid phosphatase related 3 [Source:HGNC Symbol;Acc:HGNC:23497]	1.3848151E-4	
BUD13	BUD13 homolog [Source:HGNC Symbol;Acc:HGNC:28199]	8.297575E-5	
ENTPD7	ectonucleoside triphosphate diphosphohydrolase 7 [Source:HGNC Symbol;Acc:HGNC:19745]	1.8904662E-5	
APOB	apolipoprotein B [Source:HGNC Symbol;Acc:HGNC:603]	-1.5409936E-5	
SNHG10	small nucleolar RNA host gene 10 [Source:HGNC Symbol;Acc:HGNC:27510]	-4.1394756E-5	
KBTBD4	kelch repeat and BTB domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23761]	-1.5461387E-4	
COASY	Coenzyme A synthase [Source:HGNC Symbol;Acc:HGNC:29932]	-2.2486103E-4	
SRPK2	SRSF protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:11306]	-4.4281848E-4	
MCTS1	MCTS1 re-initiation and release factor [Source:HGNC Symbol;Acc:HGNC:23357]	-5.5227545E-4	
UBQLN2	ubiquilin 2 [Source:HGNC Symbol;Acc:HGNC:12509]	-6.112975E-4	
AP1B1	adaptor related protein complex 1 subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:554]	-6.912689E-4	
CWF19L2	CWF19 like cell cycle control factor 2 [Source:HGNC Symbol;Acc:HGNC:26508]	-7.3130947E-4	
RAB22A	RAB22A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9764]	-7.325787E-4	
EIF4A2	eukaryotic translation initiation factor 4A2 [Source:HGNC Symbol;Acc:HGNC:3284]	-7.3719566E-4	
VBP1	VHL binding protein 1 [Source:HGNC Symbol;Acc:HGNC:12662]	-7.8318524E-4	
PCNP	PEST proteolytic signal containing nuclear protein [Source:HGNC Symbol;Acc:HGNC:30023]	-7.974833E-4	
FCSK	fucose kinase [Source:HGNC Symbol;Acc:HGNC:29500]	-9.065332E-4	
SERP1	stress associated endoplasmic reticulum protein 1 [Source:HGNC Symbol;Acc:HGNC:10759]	-9.118109E-4	
KCNQ1	potassium voltage-gated channel subfamily Q member 1 [Source:HGNC Symbol;Acc:HGNC:6294]	-9.217249E-4	
UQCRQ	ubiquinol-cytochrome c reductase complex III subunit VII [Source:HGNC Symbol;Acc:HGNC:29594]	-9.413073E-4	
CLDN11	claudin 11 [Source:HGNC Symbol;Acc:HGNC:8514]	-9.4774895E-4	
LNPEP	leucyl and cystinyl aminopeptidase [Source:HGNC Symbol;Acc:HGNC:6656]	-9.70826E-4	
MYLK	myosin light chain kinase [Source:HGNC Symbol;Acc:HGNC:7590]	-0.0010121455	
SQSTM1	sequestosome 1 [Source:HGNC Symbol;Acc:HGNC:11280]	-0.0011662801	
PAN3	poly(A) specific ribonuclease subunit PAN3 [Source:HGNC Symbol;Acc:HGNC:29991]	-0.0013545827	
REX1BD	required for excision 1-B domain containing [Source:HGNC Symbol;Acc:HGNC:26098]	-0.0014634187	
NOMO1	NODAL modulator 1 [Source:HGNC Symbol;Acc:HGNC:30060]	-0.0016712386	
TMCO1	transmembrane and coiled-coil domains 1 [Source:HGNC Symbol;Acc:HGNC:18188]	-0.0016892948	
SAR1A	secretion associated Ras related GTPase 1A [Source:HGNC Symbol;Acc:HGNC:10534]	-0.0017345153	
SLC26A2	solute carrier family 26 member 2 [Source:HGNC Symbol;Acc:HGNC:10994]	-0.001834588	
LRRN4	leucine rich repeat neuronal 4 [Source:HGNC Symbol;Acc:HGNC:16208]	-0.0018656929	
YME1L1	YME1 like 1 ATPase [Source:HGNC Symbol;Acc:HGNC:12843]	-0.0018764971	
C11orf65	chromosome 11 open reading frame 65 [Source:HGNC Symbol;Acc:HGNC:28519]	-0.0019100766	
B3GNT8	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 8 [Source:HGNC Symbol;Acc:HGNC:24139]	-0.002050577	
ATP2B1	ATPase plasma membrane Ca2+ transporting 1 [Source:HGNC Symbol;Acc:HGNC:814]	-0.0020516985	
OR2Y1	olfactory receptor family 2 subfamily Y member 1 [Source:HGNC Symbol;Acc:HGNC:14837]	-0.0020647307	
METTL23	methyltransferase like 23 [Source:HGNC Symbol;Acc:HGNC:26988]	-0.0020763443	
PABPC1	poly(A) binding protein cytoplasmic 1 [Source:HGNC Symbol;Acc:HGNC:8554]	-0.0021310584	
DAAM1	dishevelled associated activator of morphogenesis 1 [Source:HGNC Symbol;Acc:HGNC:18142]	-0.0023008238	
WDCP	WD repeat and coiled coil containing [Source:HGNC Symbol;Acc:HGNC:26157]	-0.002350357	
TUBGCP3	tubulin gamma complex associated protein 3 [Source:HGNC Symbol;Acc:HGNC:18598]	-0.0024444526	
TAF6	TATA-box binding protein associated factor 6 [Source:HGNC Symbol;Acc:HGNC:11540]	-0.0025233233	
SNX17	sorting nexin 17 [Source:HGNC Symbol;Acc:HGNC:14979]	-0.0025949772	
NUDCD3	NudC domain containing 3 [Source:HGNC Symbol;Acc:HGNC:22208]	-0.0027265786	
SLC48A1	solute carrier family 48 member 1 [Source:HGNC Symbol;Acc:HGNC:26035]	-0.002749994	
BLOC1S6	biogenesis of lysosomal organelles complex 1 subunit 6 [Source:HGNC Symbol;Acc:HGNC:8549]	-0.003078191	
OCA2	OCA2 melanosomal transmembrane protein [Source:HGNC Symbol;Acc:HGNC:8101]	-0.0033081404	
GMEB2	glucocorticoid modulatory element binding protein 2 [Source:HGNC Symbol;Acc:HGNC:4371]	-0.003377142	
SLC39A7	solute carrier family 39 member 7 [Source:HGNC Symbol;Acc:HGNC:4927]	-0.0035914418	
TNRC6A	trinucleotide repeat containing adaptor 6A [Source:HGNC Symbol;Acc:HGNC:11969]	-0.003649142	
ZNF419	zinc finger protein 419 [Source:HGNC Symbol;Acc:HGNC:20648]	-0.0036532467	
ATF7IP	activating transcription factor 7 interacting protein [Source:HGNC Symbol;Acc:HGNC:20092]	-0.0038533318	
ZFP82	ZFP82 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:28682]	-0.003965917	
SELENBP1	selenium binding protein 1 [Source:HGNC Symbol;Acc:HGNC:10719]	-0.0040517403	
CLOCK	clock circadian regulator [Source:HGNC Symbol;Acc:HGNC:2082]	-0.0041246978	
HIPK4	homeodomain interacting protein kinase 4 [Source:HGNC Symbol;Acc:HGNC:19007]	-0.004137888	
GRIN3A	glutamate ionotropic receptor NMDA type subunit 3A [Source:HGNC Symbol;Acc:HGNC:16767]	-0.0041978913	
PATJ	PATJ crumbs cell polarity complex component [Source:HGNC Symbol;Acc:HGNC:28881]	-0.0044266507	
FBXO3	F-box protein 3 [Source:HGNC Symbol;Acc:HGNC:13582]	-0.004472444	
EIF5	eukaryotic translation initiation factor 5 [Source:HGNC Symbol;Acc:HGNC:3299]	-0.0045382464	
PHLPP1	PH domain and leucine rich repeat protein phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:20610]	-0.004599726	
CLPTM1L	CLPTM1 like [Source:HGNC Symbol;Acc:HGNC:24308]	-0.0048030596	
CCNY	cyclin Y [Source:HGNC Symbol;Acc:HGNC:23354]	-0.0050317203	
HOXA1	homeobox A1 [Source:HGNC Symbol;Acc:HGNC:5099]	-0.0051552155	
ATIC	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase [Source:HGNC Symbol;Acc:HGNC:794]	-0.005200188	
GPATCH11	G-patch domain containing 11 [Source:HGNC Symbol;Acc:HGNC:26768]	-0.0052679307	
KAT6A	lysine acetyltransferase 6A [Source:HGNC Symbol;Acc:HGNC:13013]	-0.005293631	
FBXO34	F-box protein 34 [Source:HGNC Symbol;Acc:HGNC:20201]	-0.005365216	
CBSL	cystathionine beta-synthase like [Source:HGNC Symbol;Acc:HGNC:51829]	-0.0055306563	
DIDO1	death inducer-obliterator 1 [Source:HGNC Symbol;Acc:HGNC:2680]	-0.0055363183	
JAKMIP1	janus kinase and microtubule interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:26460]	-0.0055626053	
LASP1	LIM and SH3 protein 1 [Source:HGNC Symbol;Acc:HGNC:6513]	-0.005579374	
C12orf29	chromosome 12 open reading frame 29 [Source:HGNC Symbol;Acc:HGNC:25322]	-0.005624006	
EMX2	empty spiracles homeobox 2 [Source:HGNC Symbol;Acc:HGNC:3341]	-0.0056829066	
DNLZ	DNL-type zinc finger [Source:HGNC Symbol;Acc:HGNC:33879]	-0.0057901503	
ZCCHC8	zinc finger CCHC-type containing 8 [Source:HGNC Symbol;Acc:HGNC:25265]	-0.0058527607	
RIOK2	RIO kinase 2 [Source:HGNC Symbol;Acc:HGNC:18999]	-0.0059857653	
C22orf39	chromosome 22 open reading frame 39 [Source:HGNC Symbol;Acc:HGNC:27012]	-0.0060405456	
TAOK2	TAO kinase 2 [Source:HGNC Symbol;Acc:HGNC:16835]	-0.0060494817	
EHMT2	euchromatic histone lysine methyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:14129]	-0.0063693267	
HLX	H2.0 like homeobox [Source:HGNC Symbol;Acc:HGNC:4978]	-0.006480477	
KIF14	kinesin family member 14 [Source:HGNC Symbol;Acc:HGNC:19181]	-0.006502075	
MEPCE	methylphosphate capping enzyme [Source:HGNC Symbol;Acc:HGNC:20247]	-0.006747597	
EN2	engrailed homeobox 2 [Source:HGNC Symbol;Acc:HGNC:3343]	-0.0069292393	
DPYS	dihydropyrimidinase [Source:HGNC Symbol;Acc:HGNC:3013]	-0.0069568735	
TAF12	TATA-box binding protein associated factor 12 [Source:HGNC Symbol;Acc:HGNC:11545]	-0.0069591785	
COX17	cytochrome c oxidase copper chaperone COX17 [Source:HGNC Symbol;Acc:HGNC:2264]	-0.006969325	
PDE8B	phosphodiesterase 8B [Source:HGNC Symbol;Acc:HGNC:8794]	-0.006977827	
PRR32	proline rich 32 [Source:HGNC Symbol;Acc:HGNC:34498]	-0.0070522674	
ARL10	ADP ribosylation factor like GTPase 10 [Source:HGNC Symbol;Acc:HGNC:22042]	-0.0070930175	
ABHD5	abhydrolase domain containing 5, lysophosphatidic acid acyltransferase [Source:HGNC Symbol;Acc:HGNC:21396]	-0.007108908	
GAL	galanin and GMAP prepropeptide [Source:HGNC Symbol;Acc:HGNC:4114]	-0.007228486	
RNF187	ring finger protein 187 [Source:HGNC Symbol;Acc:HGNC:27146]	-0.007310329	
ENGASE	endo-beta-N-acetylglucosaminidase [Source:HGNC Symbol;Acc:HGNC:24622]	-0.0073369546	
CCNG2	cyclin G2 [Source:HGNC Symbol;Acc:HGNC:1593]	-0.007345394	
CDKN2C	cyclin dependent kinase inhibitor 2C [Source:HGNC Symbol;Acc:HGNC:1789]	-0.007365792	
FAM50A	family with sequence similarity 50 member A [Source:HGNC Symbol;Acc:HGNC:18786]	-0.007425291	
CEP83	centrosomal protein 83 [Source:HGNC Symbol;Acc:HGNC:17966]	-0.0075534405	
LDB2	LIM domain binding 2 [Source:HGNC Symbol;Acc:HGNC:6533]	-0.0075719543	
NCAM2	neural cell adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:7657]	-0.00759178	
ARPC5L	actin related protein 2/3 complex subunit 5 like [Source:HGNC Symbol;Acc:HGNC:23366]	-0.007597729	
CPNE2	copine 2 [Source:HGNC Symbol;Acc:HGNC:2315]	-0.007630595	
DRAP1	DR1 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:3019]	-0.0076607317	
YPEL3	yippee like 3 [Source:HGNC Symbol;Acc:HGNC:18327]	-0.007872002	
RNF32	ring finger protein 32 [Source:HGNC Symbol;Acc:HGNC:17118]	-0.00791561	
MAFF	MAF bZIP transcription factor F [Source:HGNC Symbol;Acc:HGNC:6780]	-0.007960569	
PRKCZ	protein kinase C zeta [Source:HGNC Symbol;Acc:HGNC:9412]	-0.008153727	
GNG13	G protein subunit gamma 13 [Source:HGNC Symbol;Acc:HGNC:14131]	-0.008334967	
PPIL3	peptidylprolyl isomerase like 3 [Source:HGNC Symbol;Acc:HGNC:9262]	-0.0083580455	
EIF4G2	eukaryotic translation initiation factor 4 gamma 2 [Source:HGNC Symbol;Acc:HGNC:3297]	-0.008368999	
TMEM67	transmembrane protein 67 [Source:HGNC Symbol;Acc:HGNC:28396]	-0.00839873	
ROS1	ROS proto-oncogene 1, receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:10261]	-0.008399639	
ZNF790	zinc finger protein 790 [Source:HGNC Symbol;Acc:HGNC:33114]	-0.008456795	
LRRC18	leucine rich repeat containing 18 [Source:HGNC Symbol;Acc:HGNC:23199]	-0.008671493	
UCN2	urocortin 2 [Source:HGNC Symbol;Acc:HGNC:18414]	-0.008687161	
PAFAH1B1	platelet activating factor acetylhydrolase 1b regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:8574]	-0.008777058	
JOSD2	Josephin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28853]	-0.008845115	
UBOX5	U-box domain containing 5 [Source:HGNC Symbol;Acc:HGNC:17777]	-0.008887487	
CCDC96	coiled-coil domain containing 96 [Source:HGNC Symbol;Acc:HGNC:26900]	-0.0089356	
RSRC2	arginine and serine rich coiled-coil 2 [Source:HGNC Symbol;Acc:HGNC:30559]	-0.009009782	
COPS7A	COP9 signalosome subunit 7A [Source:HGNC Symbol;Acc:HGNC:16758]	-0.009115279	
CYB5A	cytochrome b5 type A [Source:HGNC Symbol;Acc:HGNC:2570]	-0.009167301	
UGGT1	UDP-glucose glycoprotein glucosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:15663]	-0.009169263	
DAG1	dystroglycan 1 [Source:HGNC Symbol;Acc:HGNC:2666]	-0.009172596	
CYP3A43	cytochrome P450 family 3 subfamily A member 43 [Source:HGNC Symbol;Acc:HGNC:17450]	-0.009217179	
TRUB2	TruB pseudouridine synthase family member 2 [Source:HGNC Symbol;Acc:HGNC:17170]	-0.009362116	
TMEM91	transmembrane protein 91 [Source:HGNC Symbol;Acc:HGNC:32393]	-0.00945996	
LYPLA1	lysophospholipase 1 [Source:HGNC Symbol;Acc:HGNC:6737]	-0.009549469	
GLRA1	glycine receptor alpha 1 [Source:HGNC Symbol;Acc:HGNC:4326]	-0.009630645	
DHH	desert hedgehog signaling molecule [Source:HGNC Symbol;Acc:HGNC:2865]	-0.009647989	
DNAJC5	DnaJ heat shock protein family (Hsp40) member C5 [Source:HGNC Symbol;Acc:HGNC:16235]	-0.009667286	
KIF3C	kinesin family member 3C [Source:HGNC Symbol;Acc:HGNC:6321]	-0.009802116	
PCDHB16	protocadherin beta 16 [Source:HGNC Symbol;Acc:HGNC:14546]	-0.009948794	
FAM83G	family with sequence similarity 83 member G [Source:HGNC Symbol;Acc:HGNC:32554]	-0.00995681	
LAS1L	LAS1 like ribosome biogenesis factor [Source:HGNC Symbol;Acc:HGNC:25726]	-0.010008276	
DPY30	dpy-30 histone methyltransferase complex regulatory subunit [Source:HGNC Symbol;Acc:HGNC:24590]	-0.010071611	
RAD52	RAD52 homolog, DNA repair protein [Source:HGNC Symbol;Acc:HGNC:9824]	-0.010525843	
MAP3K10	mitogen-activated protein kinase kinase kinase 10 [Source:HGNC Symbol;Acc:HGNC:6849]	-0.010730226	
SETD1B	SET domain containing 1B, histone lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:29187]	-0.010989925	
VASN	vasorin [Source:HGNC Symbol;Acc:HGNC:18517]	-0.010992477	
MMP24	matrix metallopeptidase 24 [Source:HGNC Symbol;Acc:HGNC:7172]	-0.011059931	
PPFIBP1	PPFIA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9249]	-0.011239637	
NR4A2	nuclear receptor subfamily 4 group A member 2 [Source:HGNC Symbol;Acc:HGNC:7981]	-0.011320787	
GRIN3B	glutamate ionotropic receptor NMDA type subunit 3B [Source:HGNC Symbol;Acc:HGNC:16768]	-0.011329549	
FAM221A	family with sequence similarity 221 member A [Source:HGNC Symbol;Acc:HGNC:27977]	-0.011442589	
DYNC1LI1	dynein cytoplasmic 1 light intermediate chain 1 [Source:HGNC Symbol;Acc:HGNC:18745]	-0.011529889	
ICAM5	intercellular adhesion molecule 5 [Source:HGNC Symbol;Acc:HGNC:5348]	-0.011560484	
NPLOC4	NPL4 homolog, ubiquitin recognition factor [Source:HGNC Symbol;Acc:HGNC:18261]	-0.011582916	
TMEM184A	transmembrane protein 184A [Source:HGNC Symbol;Acc:HGNC:28797]	-0.011837146	
HAUS2	HAUS augmin like complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:25530]	-0.0119972015	
MOGAT1	monoacylglycerol O-acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:18210]	-0.012268757	
CPD	carboxypeptidase D [Source:HGNC Symbol;Acc:HGNC:2301]	-0.0123590175	
SMYD2	SET and MYND domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20982]	-0.012479843	
G3BP2	G3BP stress granule assembly factor 2 [Source:HGNC Symbol;Acc:HGNC:30291]	-0.012520122	
SLC35D1	solute carrier family 35 member D1 [Source:HGNC Symbol;Acc:HGNC:20800]	-0.0126506025	
RUVBL1	RuvB like AAA ATPase 1 [Source:HGNC Symbol;Acc:HGNC:10474]	-0.012673271	
EPHA2	EPH receptor A2 [Source:HGNC Symbol;Acc:HGNC:3386]	-0.012674186	
POMGNT2	protein O-linked mannose N-acetylglucosaminyltransferase 2 (beta 1,4-) [Source:HGNC Symbol;Acc:HGNC:25902]	-0.0127179865	
AARS1	alanyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:20]	-0.012720269	
COMMD1	copper metabolism domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23024]	-0.012752719	
RNF103	ring finger protein 103 [Source:HGNC Symbol;Acc:HGNC:12859]	-0.0128231635	
GOSR2	golgi SNAP receptor complex member 2 [Source:HGNC Symbol;Acc:HGNC:4431]	-0.0129676685	
KANK1	KN motif and ankyrin repeat domains 1 [Source:HGNC Symbol;Acc:HGNC:19309]	-0.012979003	
PEX11B	peroxisomal biogenesis factor 11 beta [Source:HGNC Symbol;Acc:HGNC:8853]	-0.013255788	
KCTD6	potassium channel tetramerization domain containing 6 [Source:HGNC Symbol;Acc:HGNC:22235]	-0.0133416755	
TTPAL	alpha tocopherol transfer protein like [Source:HGNC Symbol;Acc:HGNC:16114]	-0.013460643	
NR5A2	nuclear receptor subfamily 5 group A member 2 [Source:HGNC Symbol;Acc:HGNC:7984]	-0.013506405	
PAGR1	PAXIP1 associated glutamate rich protein 1 [Source:HGNC Symbol;Acc:HGNC:28707]	-0.013568224	
TMIGD3	transmembrane and immunoglobulin domain containing 3 [Source:HGNC Symbol;Acc:HGNC:51375]	-0.013734606	
MIP	major intrinsic protein of lens fiber [Source:HGNC Symbol;Acc:HGNC:7103]	-0.013784065	
SYMPK	symplekin [Source:HGNC Symbol;Acc:HGNC:22935]	-0.013932247	
TRIM5	tripartite motif containing 5 [Source:HGNC Symbol;Acc:HGNC:16276]	-0.0139746135	
PUS3	pseudouridine synthase 3 [Source:HGNC Symbol;Acc:HGNC:25461]	-0.014085021	
TRBV12-3	T cell receptor beta variable 12-3 [Source:HGNC Symbol;Acc:HGNC:12185]	-0.014110263	
NBDY	negative regulator of P-body association [Source:HGNC Symbol;Acc:HGNC:50713]	-0.014267026	
UPF1	UPF1 RNA helicase and ATPase [Source:HGNC Symbol;Acc:HGNC:9962]	-0.014315703	
GBX1	gastrulation brain homeobox 1 [Source:HGNC Symbol;Acc:HGNC:4185]	-0.014360695	
OR5M3	olfactory receptor family 5 subfamily M member 3 [Source:HGNC Symbol;Acc:HGNC:14806]	-0.01450498	
GPR27	G protein-coupled receptor 27 [Source:HGNC Symbol;Acc:HGNC:4482]	-0.014555324	
CSNK1G1	casein kinase 1 gamma 1 [Source:HGNC Symbol;Acc:HGNC:2454]	-0.01462263	
SLC4A4	solute carrier family 4 member 4 [Source:HGNC Symbol;Acc:HGNC:11030]	-0.014633575	
SUCNR1	succinate receptor 1 [Source:HGNC Symbol;Acc:HGNC:4542]	-0.014828946	
EPDR1	ependymin related 1 [Source:HGNC Symbol;Acc:HGNC:17572]	-0.01491329	
FGF14	fibroblast growth factor 14 [Source:HGNC Symbol;Acc:HGNC:3671]	-0.014945439	
SLC43A2	solute carrier family 43 member 2 [Source:HGNC Symbol;Acc:HGNC:23087]	-0.014958396	
HMGN2	high mobility group nucleosomal binding domain 2 [Source:HGNC Symbol;Acc:HGNC:4986]	-0.015004759	
APPL1	adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 1 [Source:HGNC Symbol;Acc:HGNC:24035]	-0.015086689	
ASXL2	ASXL transcriptional regulator 2 [Source:HGNC Symbol;Acc:HGNC:23805]	-0.0150978835	
IL17D	interleukin 17D [Source:HGNC Symbol;Acc:HGNC:5984]	-0.015105133	
KXD1	KxDL motif containing 1 [Source:HGNC Symbol;Acc:HGNC:28420]	-0.015221348	
FOXH1	forkhead box H1 [Source:HGNC Symbol;Acc:HGNC:3814]	-0.015294434	
GOLPH3	golgi phosphoprotein 3 [Source:HGNC Symbol;Acc:HGNC:15452]	-0.015392079	
GXYLT1	glucoside xylosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:27482]	-0.015417158	
CYHR1	cysteine and histidine rich 1 [Source:HGNC Symbol;Acc:HGNC:17806]	-0.015449077	
ABCC5	ATP binding cassette subfamily C member 5 [Source:HGNC Symbol;Acc:HGNC:56]	-0.015622241	
TOP2B	DNA topoisomerase II beta [Source:HGNC Symbol;Acc:HGNC:11990]	-0.015660694	
C19orf81	chromosome 19 open reading frame 81 [Source:HGNC Symbol;Acc:HGNC:40041]	-0.015769025	
NLRX1	NLR family member X1 [Source:HGNC Symbol;Acc:HGNC:29890]	-0.015821882	
ANKRD63	ankyrin repeat domain 63 [Source:HGNC Symbol;Acc:HGNC:40027]	-0.015868712	
PTDSS1	phosphatidylserine synthase 1 [Source:HGNC Symbol;Acc:HGNC:9587]	-0.015891746	
RETREG1	reticulophagy regulator 1 [Source:HGNC Symbol;Acc:HGNC:25964]	-0.015973585	
TRPV1	transient receptor potential cation channel subfamily V member 1 [Source:HGNC Symbol;Acc:HGNC:12716]	-0.016033428	
PNO1	partner of NOB1 homolog [Source:HGNC Symbol;Acc:HGNC:32790]	-0.016101735	
CACUL1	CDK2 associated cullin domain 1 [Source:HGNC Symbol;Acc:HGNC:23727]	-0.016106239	
FAM187B	family with sequence similarity 187 member B [Source:HGNC Symbol;Acc:HGNC:26366]	-0.016164882	
DCST1	DC-STAMP domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26539]	-0.016209435	
CD99L2	CD99 molecule like 2 [Source:HGNC Symbol;Acc:HGNC:18237]	-0.016242564	
ZNF746	zinc finger protein 746 [Source:HGNC Symbol;Acc:HGNC:21948]	-0.016252866	
KDELR3	KDEL endoplasmic reticulum protein retention receptor 3 [Source:HGNC Symbol;Acc:HGNC:6306]	-0.016559325	
NLRC5	NLR family CARD domain containing 5 [Source:HGNC Symbol;Acc:HGNC:29933]	-0.016583819	
SYNJ2BP	synaptojanin 2 binding protein [Source:HGNC Symbol;Acc:HGNC:18955]	-0.016642114	
MAT2A	methionine adenosyltransferase 2A [Source:HGNC Symbol;Acc:HGNC:6904]	-0.016908161	
RIOK3	RIO kinase 3 [Source:HGNC Symbol;Acc:HGNC:11451]	-0.016937919	
STXBP5	syntaxin binding protein 5 [Source:HGNC Symbol;Acc:HGNC:19665]	-0.017294632	
TJP3	tight junction protein 3 [Source:HGNC Symbol;Acc:HGNC:11829]	-0.017317856	
BBS5	Bardet-Biedl syndrome 5 [Source:HGNC Symbol;Acc:HGNC:970]	-0.017663227	
OSTM1	osteoclastogenesis associated transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:21652]	-0.017703742	
FAHD2A	fumarylacetoacetate hydrolase domain containing 2A [Source:HGNC Symbol;Acc:HGNC:24252]	-0.017751407	
TRIM35	tripartite motif containing 35 [Source:HGNC Symbol;Acc:HGNC:16285]	-0.017882312	
AIMP1	aminoacyl tRNA synthetase complex interacting multifunctional protein 1 [Source:HGNC Symbol;Acc:HGNC:10648]	-0.017929383	
TWF2	twinfilin actin binding protein 2 [Source:HGNC Symbol;Acc:HGNC:9621]	-0.017984308	
TSTA3	tissue specific transplantation antigen P35B [Source:HGNC Symbol;Acc:HGNC:12390]	-0.01824116	
PITX3	paired like homeodomain 3 [Source:HGNC Symbol;Acc:HGNC:9006]	-0.01825493	
ZNF146	zinc finger protein 146 [Source:HGNC Symbol;Acc:HGNC:12931]	-0.018271277	
ACOT4	acyl-CoA thioesterase 4 [Source:HGNC Symbol;Acc:HGNC:19748]	-0.018337762	
KDM4A	lysine demethylase 4A [Source:HGNC Symbol;Acc:HGNC:22978]	-0.018614274	
CUZD1	CUB and zona pellucida like domains 1 [Source:HGNC Symbol;Acc:HGNC:17937]	-0.018812196	
RNF185	ring finger protein 185 [Source:HGNC Symbol;Acc:HGNC:26783]	-0.018816305	
TAF1B	TATA-box binding protein associated factor, RNA polymerase I subunit B [Source:HGNC Symbol;Acc:HGNC:11533]	-0.01881954	
SEC24A	SEC24 homolog A, COPII coat complex component [Source:HGNC Symbol;Acc:HGNC:10703]	-0.018888848	
GARRE1	granule associated Rac and RHOG effector 1 [Source:HGNC Symbol;Acc:HGNC:29016]	-0.01889366	
GRPEL1	GrpE like 1, mitochondrial [Source:HGNC Symbol;Acc:HGNC:19696]	-0.018904282	
ADAMTS9	ADAM metallopeptidase with thrombospondin type 1 motif 9 [Source:HGNC Symbol;Acc:HGNC:13202]	-0.019028742	
AP1M1	adaptor related protein complex 1 subunit mu 1 [Source:HGNC Symbol;Acc:HGNC:13667]	-0.019069705	
MRPL46	mitochondrial ribosomal protein L46 [Source:HGNC Symbol;Acc:HGNC:1192]	-0.019073883	
CDC40	cell division cycle 40 [Source:HGNC Symbol;Acc:HGNC:17350]	-0.019439574	
RAD54L2	RAD54 like 2 [Source:HGNC Symbol;Acc:HGNC:29123]	-0.019452404	
SWAP70	switching B cell complex subunit SWAP70 [Source:HGNC Symbol;Acc:HGNC:17070]	-0.019454278	
DTX3	deltex E3 ubiquitin ligase 3 [Source:HGNC Symbol;Acc:HGNC:24457]	-0.019510243	
